city,temperature,humidity,pressure,wind_speed,weather_condition,rainfall_1h,Country,Location,Disaster Type,Latitude,Longitude,Start Year,Total Deaths,Total Affected
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Rudra Prayag, Bageshwar districts (Uttarakhand province)",0,31.3,76.85,2012,-0.23449747036466542,-0.49359212728583984
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Chittoor, Cuddapah, Prakasam, Nellore districts (Andhra Pradesh province), Chennai, Cuddalore, Nagapattinam, Kancheepuram, Thiruvallur, Villupuram districts (Tamil Nadu province), Puducherry province",0,11.828,78.855,2015,0.10159896195247141,-0.003473520435983496
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Arunachal Pradesh, Assam, Nagaland provinces",0,27.464,95.607,2016,-0.2669067691952465,-0.4664298455423838
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Angul, Baleshwar, Baragarh, Bhadrak, Boudh, Cuttack, Deogarh, Dhenkanal, Jajpur, Jagatsinghpur, Jharsuguda, Kendrapara, Khordha, Mayurbhanj, Nayagarh, Nuapada, Puri, Sambalpur districts (Orissa province)",0,20.651,86.0,2011,-0.001630656544934906,0.44369411603094155
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Barpeta, Bongaigaon, Darrang, Dhemaji, Dhuburi, Golaghat, Jorhat, Karbi Anglong, Sibsagar, Lakhimpur, Nagaon, Sonitpur districts, (Assam province), Begusarai, Bhagalpur, Bhojpur, Buxar, Gopalganj, Katihar, Khagaria, Kishanganj, Lakhisarai, Madhubani, Madhepura, Muzaffarpur, Patna, Purnia, Samastipur, Saran, Saharsa, Sitamarhi, Supaul, Vaishali, Pashchim Champaran districts (Bihar province), Azamgarh, Aligarh, Ambedkar Nagar, Badaun, Ballia, Bara Banki, Bahraich, Bareilly, Bijnor, Faizabad, Farrukhabad, Ghazipur, Gonda, Gorakhpur, Hardoi, Jyotiba Phule Nagar, Kannauj, Kanpur, Kushinagar, Lakhimpur Kheri, Meerut, Muzaffarnagar, Moradabad, Pilibhit, Rampur, Shahjahanpur, Sitapur, Unnao districts (Uttar Pradesh province)",0,26.376,86.24,2011,-0.04364271058457701,1.0166307376503168
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Anjaw (70044), Lohit, Changlang, 70045, 70050, Lower Dibang Valley, East Siang, Upper Siang (70051) districts (Arunachal Pradesh province), Assam province",0,26.566,92.44,2012,-0.14447164027971807,0.10512117310749312
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Uttarakhand, Himachal Pradesh, Uttar Pradesh, Bihar, Karnataka, Kerala, Gujarat, West Bengal provinces",0,32.714,76.61,2013,6.978372036041319,-0.3563455811774449
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Amreli, Rajkot, Surat districts (Gujarat province), Maharashtra province",0,21.8734,70.76,2015,-0.1912850719238907,-0.4911970563505451
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Kachchh, Patan, Banas Kantha districts (Gujarat province), Malda, Jalpaiguri districts (West Bengal province), Jorhat, Dhemaji, Lakhimpur, Dhuburi, Darrang, Goalpara, Karbi Anglong, Marigaon districts (Assam province), Manipur, Orissa, Rajasthan, Madhya Pradesh provinces",0,26.2074,82.62,2015,0.06318794111622719,3.2377343347241485
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,Assam province,0,26.8946,93.75,2015,-0.2825112464099707,-0.48874755198490283
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Ooty, Coonoor cities (Nilgiris district, Tamil Nadu)",0,11.47,77.85,2009,-0.20448886033634964,-0.49364438337897354
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Muzaffarpur, Supaul, Patna, Katihar, Nalanda, Araria, Pashchim Champaran, Sheikhpura, Saharsa, Purnia, Saran, Begusarai, Bhagalpur, Madhepura, Vaishali, Khagaria districts (Bihar province), Assam province",0,22.044,94.55,2008,-0.23209678156240016,0.21398803380270776
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Tamil Nadu, Karnataka provinces",0,10.76,78.72,2008,-0.2441002255737265,-0.4908492267306239
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,Kerala province,0,10.39,76.31,2007,-0.23569781476579807,-0.4841207104053562
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Assam, Arunachal Pradesh, Meghalaya, Manipur provinces",0,27.58,95.26,2007,-0.17327990590690123,2.5274088235760193
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Cuttack, Puri, Khordha, Jajpur, Jagatsinghpur districts (Orissa province)",0,20.45,86.2,2007,-0.27050780239864436,-0.35756298484716914
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Bihar, Uttar Pradesh, Assam, Orissa, West Bengal provinces",0,22.63,88.49,2007,1.0354669060336588,4.595879176785098
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Amravati, Mumbai City, Mumbai Suburban, Raigarh, Ratnagiri, Sindhudurg, Thane districts (Maharashtra province)",0,21.03,77.52,2007,-0.2140916155454107,-0.4909248891988071
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Lakhimpur, Dhemaji, Cachar, Karimganj, Hailakandi, Darrang, Dibrugarh districts (Assam province)",0,26.26,94.02,2007,-0.27050780239864436,-0.4392131303685801
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Tamil Nadu, Andhra Pradesh provinces",0,14.13,79.93,2006,-0.23209678156240016,-0.4324089515751292
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Assam, Tripura provinces",0,26.6,94.02,2006,-0.2633057359918486,-0.356474316240217
